Hotel Name,City,Budget for 1 day and night (INR),Google Maps Rating
Garden Hub,Mumbai,3832,2.8
Bistro Hub,Mumbai,818,4.3
Lounge Delight,Mumbai,1644,4.2
Resort Terrace,Mumbai,5182,4.8
Cafe Heaven,Mumbai,5866,3.9
Palace Delight,Chennai,6036,2.7
Lounge Hub,Chennai,1928,2.8
Palace Hub,Chennai,2220,4.4
Garden Paradise,Chennai,6072,4.5
Palace Oasis,Chennai,5475,3.5
Plaza Hub,Chennai,3116,4.3
Cafe Corner,Chennai,1712,4.8
Bistro Corner,Kolkata,1042,4.8
Resort Grill,Kolkata,2035,3.4
The Heaven,Kolkata,1612,4.8
Bistro Hub,Kolkata,6620,2.8
Lounge Spice,Kolkata,3278,3.1
Inn Spice,Kolkata,3015,4.5
Lounge Paradise,Kolkata,1700,2.9
Royal Paradise,Bengaluru,3730,2.9
Plaza Delight,Bengaluru,1401,4.6
Garden Oasis,Bengaluru,1443,3.4
The Heaven,Bengaluru,3128,4.1
Garden Corner,Bengaluru,5749,4.7
Garden Hub,Bengaluru,2041,2.5
Palace Hub,Bengaluru,6189,3.1
Lounge Hub,Bengaluru,2133,3.2
The Grill,Hyderabad,2521,4.4
Hotel Oasis,Hyderabad,3019,2.7
Inn Heaven,Hyderabad,5404,3.7
Bistro Paradise,Hyderabad,1107,4.4
Royal Terrace,Hyderabad,1078,3.3
Palace Spice,Hyderabad,4024,3.1
Lounge Retreat,Hyderabad,6108,4.8
Palace Heaven,Hyderabad,5254,4.9
Cafe Oasis,Hyderabad,6283,3.6
Inn Spice,Hyderabad,4479,3.8
The Terrace,Pune,2928,3.3
The Grill,Pune,5883,3.2
Inn Heaven,Pune,3609,3.8
Lounge Retreat,Pune,5325,3.4
Palace Spice,Pune,4035,4.7
Garden Hub,Pune,5499,3.8
Plaza Heaven,Pune,3401,4.2
Palace Paradise,Pune,4285,3.6
The Delight,Pune,6315,2.6
Hotel Delight,Pune,5725,2.9
Royal Corner,Ahmedabad,4426,3.2
Royal Oasis,Ahmedabad,6412,4.7
Resort Hub,Ahmedabad,6145,4.4
Palace Corner,Ahmedabad,2460,3.7
Lounge Terrace,Ahmedabad,5436,4.5
The Terrace,Ahmedabad,3395,3.8
Bistro Retreat,Ahmedabad,3063,4.4
Lounge Paradise,Ahmedabad,6773,3.5
Hotel Spice,Jaipur,4663,4.2
Plaza Spice,Jaipur,5712,3.7
Garden Heaven,Jaipur,3449,4.3
Royal Heaven,Jaipur,5248,4.1
Plaza Delight,Jaipur,6614,4.4
Resort Spice,Jaipur,4679,4.7
Royal Heaven,Jaipur,3167,4.0
Resort Corner,Lucknow,2019,4.7
Lounge Hub,Lucknow,1633,3.2
Garden Grill,Lucknow,2855,3.3
Royal Terrace,Lucknow,4786,3.8
Cafe Grill,Lucknow,6538,4.2
Plaza Retreat,Lucknow,994,3.5
Cafe Delight,Delhi,1790,4.8
Garden Delight,Delhi,6157,4.3
Resort Retreat,Delhi,2656,4.3
Resort Delight,Delhi,2942,4.2
Garden Heaven,Delhi,3083,2.8
Lounge Spice,Delhi,2064,4.8
Garden Hub,Delhi,986,3.3
Hotel Paradise,Delhi,6553,4.6
Royal Terrace,Delhi,4176,3.9
Bistro Corner,Delhi,5043,4.3
The Terrace,Mumbai,3619,4.3
Bistro Heaven,Mumbai,5614,4.2
Cafe Terrace,Mumbai,6712,4.9
Bistro Spice,Mumbai,1367,2.5
Plaza Grill,Mumbai,6868,4.3
Garden Corner,Mumbai,2743,3.2
Cafe Corner,Mumbai,3054,4.3
Resort Corner,Mumbai,2932,4.2
Royal Retreat,Mumbai,2012,2.5
Hotel Terrace,Mumbai,3760,3.6
Inn Retreat,Chennai,2198,2.6
Plaza Spice,Chennai,1153,4.9
Garden Hub,Chennai,5196,2.9
Garden Oasis,Chennai,2706,2.6
Inn Grill,Chennai,1655,3.2
Cafe Terrace,Chennai,831,3.5
Cafe Heaven,Chennai,6681,4.5
Cafe Spice,Kolkata,5049,4.5
Inn Paradise,Kolkata,2431,4.1
Hotel Delight,Kolkata,1161,3.9
Palace Paradise,Kolkata,6208,4.1
Lounge Spice,Kolkata,3471,3.2
The Paradise,Kolkata,1716,2.9
Resort Heaven,Kolkata,4048,3.0
Lounge Oasis,Bengaluru,3696,3.6
Plaza Delight,Bengaluru,2250,4.1
Palace Corner,Bengaluru,2554,3.3
Lounge Retreat,Bengaluru,1652,4.6
The Oasis,Bengaluru,1750,4.7
Royal Delight,Bengaluru,956,5.0
Cafe Grill,Bengaluru,5025,3.7
Plaza Hub,Bengaluru,5917,3.4
Cafe Terrace,Hyderabad,987,4.8
Inn Heaven,Hyderabad,4350,3.1
Palace Delight,Hyderabad,887,4.0
Garden Retreat,Hyderabad,3419,4.2
Bistro Grill,Hyderabad,2176,4.1
The Terrace,Hyderabad,5409,3.4
The Terrace,Hyderabad,5198,3.2
The Delight,Hyderabad,5715,4.5
Royal Paradise,Hyderabad,4542,4.8
Hotel Oasis,Hyderabad,3675,3.4
The Hub,Pune,1110,2.6
Resort Hub,Pune,2938,2.8
Inn Hub,Pune,6218,2.5
Palace Corner,Pune,6710,4.5
Bistro Oasis,Pune,4630,3.0
Inn Retreat,Pune,5094,3.8
Bistro Spice,Pune,2270,4.4
Hotel Paradise,Pune,2365,4.7
Hotel Oasis,Pune,3386,3.2
Plaza Grill,Pune,5574,4.1
Garden Paradise,Ahmedabad,3021,4.3
Resort Paradise,Ahmedabad,3986,3.6
Royal Grill,Ahmedabad,6344,4.6
Bistro Spice,Ahmedabad,4492,3.5
Resort Delight,Ahmedabad,6418,4.3
Inn Paradise,Ahmedabad,4935,3.7
Inn Heaven,Ahmedabad,5248,4.6
Lounge Hub,Ahmedabad,5232,2.9
Garden Retreat,Jaipur,4023,4.9
Bistro Paradise,Jaipur,3118,2.7
Resort Terrace,Jaipur,4324,4.2
Resort Delight,Jaipur,3603,3.2
Garden Heaven,Jaipur,1611,3.2
Royal Retreat,Jaipur,4088,2.8
Hotel Spice,Jaipur,4957,4.4
Plaza Oasis,Lucknow,3119,3.0
Palace Hub,Lucknow,855,3.3
Inn Grill,Lucknow,5355,3.5
Resort Paradise,Lucknow,5359,4.6
Plaza Delight,Lucknow,2350,4.7
Hotel Paradise,Lucknow,3839,2.9
Royal Spice,Delhi,2497,4.6
Lounge Delight,Delhi,3263,4.8
Palace Grill,Delhi,3797,2.8
Bistro Heaven,Delhi,1174,3.9
Bistro Paradise,Delhi,4538,4.5
The Spice,Delhi,4399,4.3
Garden Hub,Delhi,1498,3.9
Cafe Delight,Delhi,3312,2.5
Bistro Heaven,Delhi,6154,3.1
Cafe Retreat,Delhi,4683,4.1
Plaza Spice,Mumbai,6917,3.0
Plaza Corner,Mumbai,5315,4.4
Cafe Hub,Mumbai,6031,5.0
Inn Heaven,Mumbai,6384,4.9
Royal Oasis,Mumbai,6167,4.6
Hotel Retreat,Mumbai,2010,4.3
Cafe Hub,Mumbai,5644,3.9
Cafe Grill,Mumbai,1443,4.9
Lounge Delight,Mumbai,4224,4.8
Bistro Grill,Mumbai,4377,3.2
Palace Corner,Chennai,3873,4.7
Hotel Oasis,Chennai,5022,4.2
Plaza Retreat,Chennai,2685,4.9
Resort Spice,Chennai,4526,4.6
Bistro Oasis,Chennai,2570,4.8
Cafe Spice,Chennai,1911,4.4
Hotel Grill,Chennai,1415,3.2
Royal Heaven,Kolkata,1211,4.1
Lounge Corner,Kolkata,5088,4.5
Resort Oasis,Kolkata,2049,4.1
Cafe Corner,Kolkata,3707,4.2
The Terrace,Kolkata,3687,2.5
Bistro Spice,Kolkata,1645,2.7
Inn Delight,Kolkata,5193,2.7
The Terrace,Bengaluru,4485,5.0
Palace Grill,Bengaluru,2213,5.0
Resort Delight,Bengaluru,3095,4.0
Garden Retreat,Bengaluru,6083,3.4
Palace Corner,Bengaluru,1506,4.6
Resort Oasis,Bengaluru,1296,2.9
Cafe Corner,Bengaluru,3525,3.7
Bistro Terrace,Bengaluru,1878,4.1
Royal Retreat,Hyderabad,4586,2.7
Bistro Grill,Hyderabad,3471,3.3
Inn Retreat,Hyderabad,952,3.6
Inn Spice,Hyderabad,4098,4.3
Bistro Hub,Hyderabad,5009,4.0
Royal Paradise,Hyderabad,4548,4.0
Resort Terrace,Hyderabad,6335,2.7
Plaza Hub,Hyderabad,1045,2.9
Plaza Delight,Hyderabad,2525,4.5
Lounge Spice,Hyderabad,5342,3.1
Inn Paradise,Pune,1185,4.7
Cafe Heaven,Pune,6049,4.0
Hotel Hub,Pune,2009,3.4
Hotel Corner,Pune,2896,5.0
Hotel Terrace,Pune,2156,2.7
Resort Oasis,Pune,6596,5.0
Royal Oasis,Pune,2431,3.2
Resort Terrace,Pune,1400,4.8
Palace Heaven,Pune,6884,4.9
Garden Delight,Pune,5079,4.2
Plaza Spice,Ahmedabad,5475,3.1
Royal Hub,Ahmedabad,4862,3.8
Lounge Paradise,Ahmedabad,6962,4.2
The Grill,Ahmedabad,6360,4.5
Cafe Heaven,Ahmedabad,3154,3.7
Garden Corner,Ahmedabad,1990,4.4
Hotel Heaven,Ahmedabad,2115,3.3
Bistro Retreat,Ahmedabad,5580,4.5
Royal Grill,Jaipur,6603,4.6
Lounge Paradise,Jaipur,1999,2.6
Cafe Delight,Jaipur,2924,4.4
Garden Grill,Jaipur,6345,4.5
Garden Heaven,Jaipur,3235,2.5
Hotel Paradise,Jaipur,4043,3.7
Palace Retreat,Jaipur,3329,2.6
Garden Heaven,Lucknow,6579,3.4
Royal Delight,Lucknow,6042,2.6
The Hub,Lucknow,4904,4.4
Bistro Hub,Lucknow,4100,3.8
Garden Corner,Lucknow,5702,2.6
Lounge Delight,Lucknow,4771,4.4
Bistro Delight,Delhi,3324,4.9
Palace Heaven,Delhi,4695,3.0
Garden Heaven,Delhi,4793,2.5
Inn Grill,Delhi,1462,4.9
Garden Grill,Delhi,5389,3.2
Lounge Grill,Delhi,1826,4.0
Garden Oasis,Delhi,3436,4.9
Garden Delight,Delhi,3735,4.2
Hotel Corner,Delhi,1246,2.5
Plaza Retreat,Delhi,2252,4.1
Plaza Grill,Mumbai,4013,4.0
Lounge Heaven,Mumbai,2216,3.7
Palace Delight,Mumbai,4213,2.9
Palace Retreat,Mumbai,3491,3.5
Royal Oasis,Mumbai,4403,3.2
Garden Grill,Mumbai,5444,2.9
Cafe Spice,Mumbai,2950,2.6
Inn Hub,Mumbai,2331,3.3
Cafe Terrace,Mumbai,840,4.3
Inn Corner,Mumbai,1491,4.5
The Heaven,Chennai,6985,3.6
Lounge Retreat,Chennai,5559,4.2
The Paradise,Chennai,5405,4.0
Lounge Terrace,Chennai,6807,2.7
Plaza Paradise,Chennai,4852,4.3
Plaza Heaven,Chennai,2261,4.3
Garden Paradise,Chennai,3177,3.7
Lounge Paradise,Kolkata,3895,4.8
Garden Terrace,Kolkata,1417,4.1
Plaza Spice,Kolkata,6606,3.4
Palace Paradise,Kolkata,5039,3.9
Royal Terrace,Kolkata,2860,3.8
Garden Grill,Kolkata,4907,3.5
Resort Oasis,Kolkata,2396,4.6
Lounge Heaven,Bengaluru,2333,4.7
Bistro Grill,Bengaluru,1732,3.0
Inn Terrace,Bengaluru,6953,4.6
Resort Heaven,Bengaluru,6459,2.5
Garden Retreat,Bengaluru,4075,3.7
Palace Retreat,Bengaluru,1146,4.2
Garden Retreat,Bengaluru,6048,3.1
Bistro Spice,Bengaluru,3008,4.9
Cafe Terrace,Hyderabad,3629,4.9
Hotel Oasis,Hyderabad,864,2.7
Garden Retreat,Hyderabad,6069,2.6
Garden Oasis,Hyderabad,3604,4.4
Hotel Hub,Hyderabad,3924,3.1
Plaza Delight,Hyderabad,6528,4.4
Plaza Corner,Hyderabad,2076,4.2
The Oasis,Hyderabad,1749,3.4
Inn Spice,Hyderabad,1723,2.9
Resort Paradise,Hyderabad,3808,3.4
Royal Paradise,Pune,5154,3.3
Hotel Delight,Pune,2846,5.0
Royal Hub,Pune,1923,2.7
Resort Hub,Pune,4588,4.2
Resort Retreat,Pune,5673,2.6
Bistro Delight,Pune,5958,3.7
Bistro Corner,Pune,1924,3.6
Garden Grill,Pune,2408,3.1
Resort Delight,Pune,6458,4.1
Garden Paradise,Pune,3225,4.6
The Grill,Ahmedabad,1475,4.5
Hotel Corner,Ahmedabad,3848,4.2
Bistro Oasis,Ahmedabad,5637,4.5
Lounge Corner,Ahmedabad,4942,3.6
Lounge Delight,Ahmedabad,1563,3.3
Palace Delight,Ahmedabad,6786,3.0
Hotel Paradise,Ahmedabad,2812,3.2
Lounge Delight,Ahmedabad,3584,2.7
Bistro Paradise,Jaipur,6008,2.7
Palace Paradise,Jaipur,5095,4.4
Bistro Grill,Jaipur,3837,2.6
Bistro Hub,Jaipur,2901,4.8
Palace Grill,Jaipur,2632,4.5
Cafe Delight,Jaipur,6209,4.9
Cafe Retreat,Jaipur,3951,4.8
Resort Corner,Lucknow,868,3.3
Inn Corner,Lucknow,4890,3.8
Cafe Hub,Lucknow,2744,4.0
Cafe Paradise,Lucknow,2672,4.5
Plaza Delight,Lucknow,1359,4.7
Plaza Oasis,Lucknow,2686,2.7
Inn Hub,Delhi,3553,4.4
Cafe Paradise,Delhi,3035,4.3
Palace Retreat,Delhi,6538,3.4
Plaza Oasis,Delhi,4396,2.7
The Hub,Delhi,3606,4.4
Lounge Retreat,Delhi,2045,2.6
Cafe Terrace,Delhi,5447,4.2
Hotel Retreat,Delhi,5922,4.9
Inn Corner,Delhi,1250,4.5
Royal Hub,Delhi,3380,4.4
Plaza Spice,Mumbai,6306,3.5
Lounge Terrace,Mumbai,1398,3.7
Bistro Retreat,Mumbai,6781,3.2
Plaza Grill,Mumbai,3416,3.4
Cafe Terrace,Mumbai,6707,5.0
Palace Hub,Mumbai,5938,3.8
The Paradise,Mumbai,2464,4.8
Palace Hub,Mumbai,1180,4.8
Inn Oasis,Mumbai,5035,3.2
Hotel Grill,Mumbai,4589,5.0
Bistro Grill,Chennai,2868,2.7
Hotel Heaven,Chennai,1700,4.3
Cafe Corner,Chennai,6119,3.6
Hotel Delight,Chennai,5149,4.3
Garden Delight,Chennai,2234,3.6
Palace Corner,Chennai,4342,3.2
Resort Hub,Chennai,1643,3.7
Plaza Spice,Kolkata,3063,5.0
Lounge Paradise,Kolkata,3785,2.9
Resort Delight,Kolkata,4207,3.4
Cafe Corner,Kolkata,4329,4.6
Garden Delight,Kolkata,1701,4.1
Inn Spice,Kolkata,995,3.3
Inn Grill,Kolkata,5108,3.3
Plaza Hub,Bengaluru,3341,3.1
Palace Retreat,Bengaluru,4326,3.3
Plaza Grill,Bengaluru,3836,4.9
Resort Corner,Bengaluru,4035,3.5
Palace Delight,Bengaluru,1666,3.1
The Hub,Bengaluru,1156,3.1
Palace Retreat,Bengaluru,3317,4.1
Plaza Hub,Bengaluru,6947,2.8
Lounge Corner,Hyderabad,6527,3.7
Lounge Terrace,Hyderabad,2382,3.3
Hotel Grill,Hyderabad,4045,3.0
Bistro Delight,Hyderabad,2771,4.4
Plaza Terrace,Hyderabad,5014,4.1
Palace Delight,Hyderabad,1811,3.5
Royal Paradise,Hyderabad,4598,3.9
Lounge Retreat,Hyderabad,5494,3.6
Cafe Retreat,Hyderabad,6944,3.8
The Corner,Hyderabad,947,3.4
Cafe Heaven,Pune,3269,4.6
Royal Hub,Pune,1452,3.3
Plaza Hub,Pune,912,4.3
Bistro Grill,Pune,2515,4.1
Royal Hub,Pune,6968,4.0
Hotel Grill,Pune,1562,4.6
The Spice,Pune,1625,3.9
Lounge Corner,Pune,1732,3.6
The Terrace,Pune,4471,4.7
The Retreat,Pune,1790,4.3
Resort Retreat,Ahmedabad,4365,4.9
Inn Paradise,Ahmedabad,1009,4.0
Inn Grill,Ahmedabad,6955,3.9
Cafe Paradise,Ahmedabad,1732,3.9
Hotel Heaven,Ahmedabad,3570,4.6
Hotel Oasis,Ahmedabad,2622,3.1
Royal Delight,Ahmedabad,4392,2.8
Resort Heaven,Ahmedabad,1182,4.8
Royal Oasis,Jaipur,3460,4.5
Lounge Paradise,Jaipur,4553,2.6
Resort Delight,Jaipur,3865,3.7
Bistro Paradise,Jaipur,889,4.3
Royal Delight,Jaipur,4362,4.5
Resort Terrace,Jaipur,2478,4.1
Resort Hub,Jaipur,2619,2.9
Resort Retreat,Lucknow,960,4.3
Plaza Grill,Lucknow,6168,4.4
Resort Paradise,Lucknow,4690,3.0
Lounge Oasis,Lucknow,5365,3.7
Hotel Paradise,Lucknow,1057,4.9
Royal Oasis,Lucknow,4515,3.9
Inn Heaven,Delhi,6900,2.7
Royal Spice,Delhi,3882,4.5
Plaza Delight,Delhi,4410,2.9
Palace Heaven,Delhi,6038,3.9
Garden Paradise,Delhi,5787,3.5
Lounge Grill,Delhi,3652,4.5
Cafe Heaven,Delhi,4572,2.8
Cafe Spice,Delhi,4579,2.8
Palace Spice,Delhi,1050,5.0
Garden Spice,Delhi,3095,3.0
Inn Spice,Mumbai,4285,3.9
Plaza Spice,Mumbai,6671,4.6
Resort Oasis,Mumbai,991,3.4
Garden Corner,Mumbai,3322,2.7
Cafe Spice,Mumbai,3074,3.1
Plaza Delight,Mumbai,4816,3.0
Lounge Delight,Mumbai,1605,4.1
Lounge Hub,Mumbai,5009,4.8
Bistro Retreat,Mumbai,6803,2.9
Hotel Hub,Mumbai,6704,3.5
Bistro Paradise,Chennai,2426,2.6
Resort Retreat,Chennai,2060,4.4
Bistro Retreat,Chennai,5949,4.5
Cafe Corner,Chennai,5624,3.9
The Hub,Chennai,4373,3.3
Resort Oasis,Chennai,5864,4.6
Bistro Spice,Chennai,2171,5.0
Royal Spice,Kolkata,1011,4.7
Resort Spice,Kolkata,1998,3.3
Hotel Terrace,Kolkata,6241,4.9
Royal Terrace,Kolkata,2848,4.8
Lounge Retreat,Kolkata,3081,3.9
Royal Corner,Kolkata,2712,4.8
Royal Delight,Kolkata,6828,4.6
Inn Retreat,Bengaluru,6117,3.7
The Grill,Bengaluru,3942,4.2
Lounge Oasis,Bengaluru,2093,4.2
Royal Corner,Bengaluru,4357,4.5
Inn Oasis,Bengaluru,963,3.5
The Heaven,Bengaluru,2195,2.7
Lounge Terrace,Bengaluru,6176,2.7
Lounge Grill,Bengaluru,2134,2.7
Palace Heaven,Hyderabad,6501,2.8
Hotel Spice,Hyderabad,6241,2.7
Inn Retreat,Hyderabad,2443,4.0
Cafe Paradise,Hyderabad,1318,3.1
Hotel Terrace,Hyderabad,5310,3.9
Hotel Corner,Hyderabad,3175,2.5
Palace Terrace,Hyderabad,6097,3.8
Royal Oasis,Hyderabad,3704,2.8
Plaza Retreat,Hyderabad,6046,3.1
Lounge Corner,Hyderabad,3246,4.9
Resort Oasis,Pune,6167,3.4
Plaza Terrace,Pune,3042,2.5
The Terrace,Pune,2049,4.7
Resort Heaven,Pune,2354,4.9
Palace Terrace,Pune,5249,3.5
Inn Oasis,Pune,6655,3.8
Garden Delight,Pune,2250,4.8
Plaza Paradise,Pune,3949,3.0
Palace Paradise,Pune,2152,3.7
Hotel Terrace,Pune,5926,4.5
Resort Retreat,Ahmedabad,3403,3.1
Plaza Oasis,Ahmedabad,3128,3.5
Plaza Heaven,Ahmedabad,3717,2.9
Palace Heaven,Ahmedabad,1591,2.7
Royal Hub,Ahmedabad,6504,4.0
Resort Delight,Ahmedabad,4064,3.7
Lounge Delight,Ahmedabad,6658,3.8
Palace Spice,Ahmedabad,6873,3.6
Inn Grill,Jaipur,4576,2.8
Royal Grill,Jaipur,3098,3.1
Royal Delight,Jaipur,6820,4.0
Inn Retreat,Jaipur,4295,4.1
Royal Corner,Jaipur,5360,2.6
Hotel Terrace,Jaipur,4058,2.6
Plaza Spice,Jaipur,6276,3.6
Inn Heaven,Lucknow,2126,2.5
Royal Oasis,Lucknow,2950,2.7
Inn Hub,Lucknow,4946,3.7
Cafe Paradise,Lucknow,1748,3.1
Royal Paradise,Lucknow,2132,4.4
Hotel Spice,Lucknow,3230,3.0
Plaza Paradise,Delhi,6707,4.7
Garden Spice,Delhi,5612,2.5
Palace Oasis,Delhi,5076,5.0
Plaza Grill,Delhi,1984,2.8
Resort Heaven,Delhi,4203,2.8
Resort Heaven,Delhi,4001,3.2
The Retreat,Delhi,927,3.1
Palace Retreat,Delhi,6939,4.4
Royal Grill,Delhi,1842,3.7
Hotel Delight,Delhi,3553,2.9
Plaza Delight,Mumbai,4289,3.5
Inn Retreat,Mumbai,5280,4.4
Hotel Terrace,Mumbai,4837,3.4
Bistro Delight,Mumbai,5712,4.4
Resort Paradise,Mumbai,4549,4.8
Resort Retreat,Mumbai,5218,3.5
Royal Heaven,Mumbai,4265,3.1
Resort Delight,Mumbai,6006,4.4
The Spice,Mumbai,3892,3.7
Bistro Retreat,Mumbai,6399,2.9
Hotel Grill,Chennai,4954,4.8
Cafe Spice,Chennai,815,4.6
Bistro Terrace,Chennai,1993,3.7
Palace Retreat,Chennai,1855,4.2
Plaza Corner,Chennai,6706,2.9
Cafe Paradise,Chennai,1176,3.8
Lounge Spice,Chennai,2992,4.4
The Spice,Kolkata,5810,4.7
Plaza Hub,Kolkata,2474,2.9
Royal Oasis,Kolkata,2172,3.2
The Terrace,Kolkata,5839,4.6
Bistro Retreat,Kolkata,6258,4.6
Hotel Grill,Kolkata,1040,4.2
Plaza Oasis,Kolkata,5065,3.6
The Hub,Bengaluru,4063,3.1
Inn Retreat,Bengaluru,5278,3.5
Palace Heaven,Bengaluru,5274,4.8
Palace Hub,Bengaluru,2154,4.6
Resort Oasis,Bengaluru,5540,2.9
Palace Paradise,Bengaluru,5837,3.9
Lounge Terrace,Bengaluru,1569,4.2
Hotel Retreat,Bengaluru,4173,4.7
Hotel Heaven,Hyderabad,3526,3.3
Plaza Paradise,Hyderabad,4455,3.6
Resort Grill,Hyderabad,2561,3.7
Royal Corner,Hyderabad,3391,4.7
The Hub,Hyderabad,3485,3.7
Lounge Spice,Hyderabad,1992,3.0
Hotel Hub,Hyderabad,2670,4.6
Resort Terrace,Hyderabad,3004,4.3
Lounge Oasis,Hyderabad,5012,3.8
Lounge Terrace,Hyderabad,3559,2.9
Lounge Paradise,Pune,1839,4.1
Plaza Grill,Pune,6356,2.8
Resort Spice,Pune,4825,4.3
Lounge Corner,Pune,4641,3.8
The Grill,Pune,4404,2.8
Cafe Oasis,Pune,1304,3.2
Garden Delight,Pune,6274,4.8
Palace Heaven,Pune,5327,4.0
Resort Retreat,Pune,1497,4.1
The Oasis,Pune,3404,3.4
Garden Terrace,Ahmedabad,5734,4.1
Bistro Spice,Ahmedabad,4702,3.3
Royal Spice,Ahmedabad,3768,3.3
Garden Spice,Ahmedabad,2693,3.7
Bistro Oasis,Ahmedabad,4581,4.9
Garden Paradise,Ahmedabad,2249,3.7
Garden Heaven,Ahmedabad,1599,3.9
Royal Grill,Ahmedabad,1375,3.0
Lounge Grill,Jaipur,2695,4.5
Bistro Oasis,Jaipur,2995,4.6
Resort Oasis,Jaipur,3236,3.0
Palace Corner,Jaipur,1572,3.9
Royal Heaven,Jaipur,3505,3.0
Resort Hub,Jaipur,2268,4.7
Hotel Terrace,Jaipur,3949,2.9
Cafe Corner,Lucknow,5936,3.7
Plaza Heaven,Lucknow,6769,3.8
Bistro Terrace,Lucknow,1737,3.5
Bistro Delight,Lucknow,6826,3.5
Hotel Grill,Lucknow,1069,3.0
Hotel Delight,Lucknow,4761,4.9
Plaza Heaven,Delhi,1391,3.5
Royal Grill,Delhi,1146,3.0
The Grill,Delhi,1223,4.8
Cafe Corner,Delhi,6382,3.1
Garden Spice,Delhi,4311,4.7
Resort Heaven,Delhi,2589,3.0
Hotel Oasis,Delhi,1847,2.9
Lounge Spice,Delhi,2522,4.8
Resort Terrace,Delhi,830,4.3
The Hub,Delhi,2887,3.6
Royal Paradise,Mumbai,4085,3.4
Royal Oasis,Mumbai,2990,3.7
Lounge Heaven,Mumbai,5574,3.6
Cafe Oasis,Mumbai,827,2.9
Inn Heaven,Mumbai,5961,2.9
The Hub,Mumbai,6476,3.6
Cafe Delight,Mumbai,1887,4.9
Plaza Retreat,Mumbai,3652,4.8
The Spice,Mumbai,6978,3.6
The Heaven,Mumbai,6761,4.4
Bistro Oasis,Chennai,6551,3.6
Royal Corner,Chennai,5428,3.6
Resort Spice,Chennai,4637,2.9
Resort Hub,Chennai,899,4.8
Lounge Corner,Chennai,5281,3.3
Resort Retreat,Chennai,3593,4.7
Plaza Oasis,Chennai,5426,3.2
Bistro Terrace,Kolkata,5280,4.0
Lounge Grill,Kolkata,6277,4.7
Bistro Heaven,Kolkata,5603,3.2
Hotel Paradise,Kolkata,4063,3.1
Plaza Oasis,Kolkata,3286,3.0
The Grill,Kolkata,2166,3.7
Royal Delight,Kolkata,3569,2.6
Palace Corner,Bengaluru,2942,4.4
Inn Spice,Bengaluru,6053,2.6
Garden Paradise,Bengaluru,4192,4.8
Plaza Heaven,Bengaluru,5022,3.8
The Grill,Bengaluru,4557,2.8
Garden Terrace,Bengaluru,3797,2.6
The Delight,Bengaluru,3786,4.5
Plaza Oasis,Bengaluru,1082,2.6
Palace Oasis,Hyderabad,4524,3.7
Inn Terrace,Hyderabad,5392,4.7
Plaza Hub,Hyderabad,1536,3.9
Palace Delight,Hyderabad,2571,3.1
Hotel Hub,Hyderabad,3737,2.7
Cafe Paradise,Hyderabad,3662,3.0
Garden Oasis,Hyderabad,1332,4.4
Cafe Spice,Hyderabad,2647,3.0
Cafe Heaven,Hyderabad,3402,3.3
Cafe Oasis,Hyderabad,1389,4.1
Garden Delight,Pune,3835,4.7
Cafe Hub,Pune,1143,4.5
Bistro Grill,Pune,3704,3.7
Cafe Paradise,Pune,5984,3.4
Lounge Heaven,Pune,5871,3.4
Lounge Corner,Pune,6816,4.6
Garden Corner,Pune,4852,3.8
Cafe Corner,Pune,3764,3.3
Royal Terrace,Pune,1063,4.9
Resort Spice,Pune,1780,3.8
Palace Delight,Ahmedabad,2337,4.9
Inn Terrace,Ahmedabad,4871,4.9
Inn Hub,Ahmedabad,5228,4.9
Royal Spice,Ahmedabad,3909,3.5
Hotel Delight,Ahmedabad,1547,4.8
Resort Terrace,Ahmedabad,1330,4.7
Bistro Grill,Ahmedabad,5805,3.8
Cafe Delight,Ahmedabad,3636,3.7
Inn Terrace,Jaipur,3959,3.6
Resort Spice,Jaipur,1113,2.7
Palace Retreat,Jaipur,5509,4.4
Bistro Spice,Jaipur,2326,4.4
Inn Retreat,Jaipur,6416,3.7
Plaza Paradise,Jaipur,6766,4.4
Plaza Delight,Jaipur,2223,2.9
Inn Heaven,Lucknow,5989,2.6
Palace Retreat,Lucknow,2669,3.5
Garden Hub,Lucknow,4306,4.1
Cafe Terrace,Lucknow,4594,3.3
The Spice,Lucknow,2781,3.9
Cafe Heaven,Lucknow,2394,4.1
Palace Spice,Delhi,3663,5.0
Garden Spice,Delhi,3658,3.4
The Retreat,Delhi,3619,3.4
Inn Hub,Delhi,2597,4.7
Bistro Oasis,Delhi,5489,4.4
The Hub,Delhi,3093,2.7
Royal Corner,Delhi,4073,3.3
Cafe Spice,Delhi,2705,2.6
Garden Heaven,Delhi,2816,4.3
Cafe Grill,Delhi,6002,4.9
Garden Oasis,Mumbai,6185,4.1
Hotel Grill,Mumbai,6960,3.6
Lounge Retreat,Mumbai,1941,4.9
Bistro Hub,Mumbai,6545,4.9
Royal Paradise,Mumbai,6967,4.4
Palace Hub,Mumbai,6372,3.0
Royal Oasis,Mumbai,4476,4.6
Plaza Retreat,Mumbai,2555,3.4
Lounge Retreat,Mumbai,1440,3.0
Royal Delight,Mumbai,6287,3.9
Bistro Paradise,Chennai,851,4.4
Garden Heaven,Chennai,1249,4.0
The Paradise,Chennai,5251,3.0
Resort Oasis,Chennai,6391,4.9
Royal Terrace,Chennai,2063,2.6
